Superfamily,Tag,Region,Country,Locality,Location,Latitude,Longitude,Pres.time,Col.date,Plant,Col.method,Family,Subfamily,Tribe,Genus,Subgenus,Species,Sex,Weight,Pin.wgt,Spec.wgt,IT,BL,ITxBL
Apoidea,IRE20170148,Europe,Ireland,DUBLIN,South DublinGNI 1,53.29,-6.42,0,21/7/17,Cirsium vulgare,Hand,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus lucorum,Male,0.1209,0.046966667,0.073933333,5.5,12,66
Apoidea,IRE20170149,Europe,Ireland,DUBLIN,South DublinTCD 4,53.31,-6.26,0,18/7/17,Plantago lanceolata,Hand,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus pascuorum,Female,0.0774,0.046966667,0.030433333,3.9,9.2,35.88
Apoidea,IRE20170153,Europe,Ireland,DUBLIN,South DublinUCD 4,53.31,-6.23,0,3/8/17,Hypochaeris radicata,Hand,Apidae,Apinae,Bombini,Bombus,Melanobombus,Bombus lapidarius,Male,0.0975,0.046966667,0.050533333,4.8,11.3,54.24
Apoidea,IRE20170156,Europe,Ireland,DUBLIN,South DublinRTE 4,53.32,-6.22,0,8/7/17,Phacelia tanacetifolia,Hand,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus pascuorum,Female,0.1007,0.046966667,0.053733333,4.5,11.6,52.2
Apoidea,IRE20170170,Europe,Ireland,DUBLIN,South DublinUCD 1,53.31,-6.23,0,7/7/17,Cirsium vulgare,Hand,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus terrestris,Male,0.1365,0.046966667,0.089533333,6,14,84
Apoidea,IRE20170177,Europe,Ireland,DUBLIN,South DublinGNI 2,53.29,-6.42,0,27/6/17,Phacelia tanacetifolia,Hand,Apidae,Apinae,Bombini,Bombus,Pyrobombus,Bombus pratorum,Male,0.0657,0.046966667,0.018733333,3.1,8.4,26.04
Apoidea,IRE20170216,Europe,Ireland,DUBLIN,South DublinRTE 4,53.32,-6.22,0,1/8/17,Cirsium vulgare,Hand,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus pascuorum,Male,0.0914,0.046966667,0.044433333,5,12,60
Apoidea,IRE20170247,Europe,Ireland,DUBLIN,South DublinUCD 4,53.31,-6.23,0,21/6/17,Plantago lanceolata,Hand,Apidae,Apinae,Bombini,Bombus,Pyrobombus,Bombus pratorum,Female,0.0618,0.037233333,0.024566667,3.5,9.5,33.25
Apoidea,IRE20170287,Europe,Ireland,DUBLIN,South DublinUCD 2,53.31,-6.23,0,25/7/17,Epilobium hirsutum,Hand,Apidae,Apinae,Bombini,Bombus,Pyrobombus,Bombus pratorum,Female,0.066,0.037233333,0.028766667,4,9,36
Apoidea,IRE20170308,Europe,Ireland,DUBLIN,South DublinUCD 4,53.31,-6.23,0,5/9/17,Hypochaeris radicata,Hand,Apidae,Apinae,Bombini,Bombus,Thoracobombus,Bombus pascuorum,Male,0.0688,0.046966667,0.021833333,4.2,10.1,42.42
Apoidea,IRE20170348,Europe,Ireland,DUBLIN,South DublinRTE 1,53.31,-6.22,0,21/6/17,Phacelia tanacetifolia,Hand,Apidae,Apinae,Bombini,Bombus,Pyrobombus,Bombus pratorum,Female,0.0613,0.037233333,0.024066667,3.5,9.4,32.9
Apoidea,IRE20170355,Europe,Ireland,DUBLIN,South DublinRTE 1,53.31,-6.22,0,12/7/17,Hypochaeris radicata,Hand,Apidae,Apinae,Bombini,Bombus,Melanobombus,Bombus lapidarius,Male,0.0831,0.037233333,0.045866667,4.5,11.8,53.1
Apoidea,IRE20170407,Europe,Ireland,DUBLIN,South DublinGNI 3,53.29,-6.42,0,20/6/17,Phacelia tanacetifolia,Hand,Apidae,Apinae,Bombini,Bombus,Pyrobombus,Bombus pratorum,Male,0.0777,0.037233333,0.040466667,4.2,10.7,44.94
Apoidea,IRE20170446,Europe,Ireland,DUBLIN,South DublinUCD 2,53.31,-6.23,0,7/7/17,Phacelia tanacetifolia,Hand,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus terrestris,Female,0.1034,0.037233333,0.066166667,4.6,13.4,61.64
Apoidea,IRE20170464,Europe,Ireland,DUBLIN,South DublinUCD 4,53.31,-6.23,0,5/7/17,Phacelia tanacetifolia,Hand,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus terrestris,Female,0.1071,0.037233333,0.069866667,5.1,13.8,70.38
Apoidea,IRE20170481,Europe,Ireland,DUBLIN,South DublinUCD 1,53.31,-6.23,0,5/7/17,Phacelia tanacetifolia,Hand,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus terrestris,Female,0.1055,0.037233333,0.068266667,5,13.8,69
Apoidea,IRE20170572,Europe,Ireland,DUBLIN,South DublinRTE 2,53.31,-6.22,0,17/7/17,Epilobium hirsutum,Hand,Apidae,Apinae,Bombini,Bombus,Pyrobombus,Bombus pratorum,Male,0.0755,0.037233333,0.038266667,4.4,11.3,49.72
Apoidea,IRE20170611,Europe,Ireland,DUBLIN,South DublinUCD 4,53.31,-6.23,0,17/7/17,Phacelia tanacetifolia,Hand,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus lucorum,Male,0.1054,0.037233333,0.068166667,5.5,15.1,83.05
Apoidea,IRE20170636,Europe,Ireland,DUBLIN,South DublinUCD 4,53.31,-6.23,0,25/7/17,Phacelia tanacetifolia,Hand,Apidae,Apinae,Bombini,Bombus,Bombus,Bombus terrestris,Male,0.1054,0.037233333,0.068166667,5.8,14.2,82.36
Apoidea,IRE20170655,Europe,Ireland,DUBLIN,South DublinTCD 1,53.31,-6.26,0,22/7/17,Cirsium vulgare,Hand,Apidae,Apinae,Bombini,Bombus,Megabombus,Bombus hortorum,Male,0.0948,0.046966667,0.047833333,5,13,65
Apoidea,IRE20170268,Europe,Ireland,DUBLIN,South DublinUCD 4,53.31,-6.23,0,25/7/17,Hypochaeris radicata,Hand,Halictidae,Halictinae,Halictini,Halictus,,Halictus rubicundus,Female,0.0514,0.037233333,0.014166667,2.4,10.3,24.72
Apoidea,IRE20170169,Europe,Ireland,DUBLIN,South DublinTCD 1,53.31,-6.26,0,12/7/17,Phacelia tanacetifolia,Hand,Colletidae,Hylaeinae,Halictina,Hylaeus,,Hylaeus communis,Female,0.0571,0.046966667,0.010133333,1.5,5,7.5
Apoidea,IRE20170380,Europe,Ireland,DUBLIN,South DublinUCD 1,53.31,-6.23,0,7/7/17,Phacelia tanacetifolia,Hand,Colletidae,Hylaeinae,Halictina,Hylaeus,,Hylaeus communis,Female,0.0403,0.037233333,0.003066667,1.7,4.8,8.16
Apoidea,IRE20170381,Europe,Ireland,DUBLIN,South DublinUCD 1,53.31,-6.23,0,7/7/17,Phacelia tanacetifolia,Hand,Colletidae,Hylaeinae,Halictina,Hylaeus,,Hylaeus pectoralis,Female,0.0399,0.037233333,0.002666667,1.3,4.6,5.98
Apoidea,IRE20170512,Europe,Ireland,DUBLIN,South DublinGNI 3,53.29,-6.42,0,27/6/17,Hypochaeris radicata,Hand,Colletidae,Hylaeinae,Halictina,Hylaeus,,Hylaeus communis,Male,0.04,0.037233333,0.002766667,1.5,5.1,7.65
Apoidea,IRE20170619,Europe,Ireland,DUBLIN,South DublinUCD 4,53.31,-6.23,0,17/7/17,Phacelia tanacetifolia,Hand,Colletidae,Hylaeinae,Halictina,Hylaeus,,Hylaeus communis,Female,0.0425,0.037233333,0.005266667,1.6,5.4,8.64
Apoidea,IRE20170141,Europe,Ireland,DUBLIN,South DublinGNI 4,53.29,-6.42,0,24/7/17,Hypochaeris radicata,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum cypromicans,Female,0.0501,0.046966667,0.003133333,1.1,5.2,5.72
Apoidea,IRE20170143,Europe,Ireland,DUBLIN,South DublinUCD 1,53.31,-6.23,0,24/7/17,Hypochaeris radicata,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum villosulum,Female,0.042,0.037233333,0.004766667,1.7,6.5,11.05
Apoidea,IRE20170146,Europe,Ireland,DUBLIN,South DublinGNI 3,53.29,-6.42,0,24/7/17,Hypochaeris radicata,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum calceatum,Male,0.0442,0.037233333,0.006966667,2,7.1,14.2
Apoidea,IRE20170168,Europe,Ireland,DUBLIN,South DublinTCD 1,53.31,-6.26,0,12/7/17,Phacelia tanacetifolia,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum calceatum,Female,0.0549,0.037233333,0.017666667,2,7.4,14.8
Apoidea,IRE20170220,Europe,Ireland,DUBLIN,South DublinTCD 1,53.31,-6.26,0,18/7/17,Hypochaeris radicata,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum calceatum,Male,0.0429,0.037233333,0.005666667,1.8,7,12.6
Apoidea,IRE20170236,Europe,Ireland,DUBLIN,South DublinUCD 2,53.31,-6.23,0,24/7/17,Hypochaeris radicata,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum leucopus,Female,0.0411,0.037233333,0.003866667,1.1,5.5,6.05
Apoidea,IRE20170262,Europe,Ireland,DUBLIN,South DublinTCD 1,53.31,-6.26,0,20/6/17,Hypochaeris radicata,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum calceatum,Female,0.0467,0.037233333,0.009466667,2.2,8.5,18.7
Apoidea,IRE20170276,Europe,Ireland,DUBLIN,South DublinUCD 2,53.31,-6.23,0,25/7/17,Phacelia tanacetifolia,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum cypromicans,Female,0.0384,0.037233333,0.001166667,1.3,4.8,6.24
Apoidea,IRE20170291,Europe,Ireland,DUBLIN,South DublinTCD 1,53.31,-6.26,0,22/7/17,Hypochaeris radicata,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum calceatum,Male,0.0421,0.037233333,0.004866667,1.9,7.1,13.49
Apoidea,IRE20170478,Europe,Ireland,DUBLIN,South DublinUCD 4,53.31,-6.23,0,5/7/17,Phacelia tanacetifolia,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum calceatum,Female,0.0426,0.037233333,0.005366667,1.9,7.5,14.25
Apoidea,IRE20170559,Europe,Ireland,DUBLIN,South DublinUCD 2,53.31,-6.23,0,5/9/17,Hypochaeris radicata,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum leucopus,Male,0.0394,0.037233333,0.002166667,1.2,4.5,5.4
Apoidea,IRE20170560,Europe,Ireland,DUBLIN,South DublinUCD 2,53.31,-6.23,0,5/9/17,Hypochaeris radicata,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum leucopus,Male,0.039,0.037233333,0.001766667,1.2,4.5,5.4
Apoidea,IRE20170663,Europe,Ireland,DUBLIN,South DublinUCD 1,53.31,-6.23,0,25/7/17,Phacelia tanacetifolia,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum leucopus,Female,0.0388,0.037233333,0.001566667,1.3,5.2,6.76
Apoidea,SpainBF100,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Halictidae,Rophitinae,Rophitini,Systropha,NA,Systropha planidens,Male,NA,NA,0.0189,2.34,10.87,25.4358
Apoidea,SpainBF101,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Halictidae,Halictinae,Halictini,Halictus,NA,Halictus scabiosae,Female,NA,NA,0.0223,2.47,13.33,32.9251
Apoidea,SpainBF102,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Halictidae,Halictinae,Halictini,Halictus,NA,Halictus scabiosae,Female,NA,NA,0.0214,2.22,12.03,26.7066
Apoidea,SpainBF103,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Halictidae,Halictinae,Halictini,Sphecodes,NA,Sphecodes sp,Female,NA,NA,0.0063,1.57,8.28,12.9996
Apoidea,SpainBF103,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Melittidae,Dasypodainae,Dasypodaini,Dasypoda,NA,Dasypoda cingulata,Female,NA,NA,0.0063,1.57,8.28,12.9996
Apoidea,SpainBF110,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Melittidae,Dasypodainae,Dasypodaini,Dasypoda,NA,Dasypoda cingulata,Male,NA,NA,0.0132,2.66,12.35,32.851
Apoidea,SpainBF120,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Melittidae,Dasypodainae,Dasypodaini,Dasypoda,NA,Dasypoda cingulata,Male,NA,NA,0.0268,3.05,14.83,45.2315
Apoidea,SpainBF122,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Melittidae,Dasypodainae,Dasypodaini,Dasypoda,NA,Dasypoda crassicornis,Female,NA,NA,0.0237,2.52,13.08,32.9616
Apoidea,SpainBF127,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Melittidae,Dasypodainae,Dasypodaini,Dasypoda,NA,Dasypoda cingulata,Female,NA,NA,0.0101,2.77,11.02,30.5254
Apoidea,SpainBF136,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Melittidae,Dasypodainae,Dasypodaini,Dasypoda,NA,Dasypoda crassicornis,Female,NA,NA,0.0118,2.39,9.86,23.5654
Apoidea,SpainBF15,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,NA,Lasioglossum imminutus,Female,NA,NA,0.0082,1.69,7.03,11.8807
Apoidea,SpainBF151,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Melittidae,Dasypodainae,Dasypodaini,Dasypoda,NA,Dasypoda cingulata,Male,NA,NA,0.031,3.32,12.36,41.0352
Apoidea,SpainBF156,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Colletidae,Colletinae,Colletini,Colletes,NA,Colletes acutus,Female,NA,NA,0.0081,1.93,8.85,17.0805
Apoidea,SpainBF160,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Colletidae,Colletinae,Colletini,Colletes,NA,Colletes nigricans,Male,NA,NA,0.0075,1.85,9.23,17.0755
Apoidea,SpainBF161,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Colletidae,Colletinae,Colletini,Colletes,NA,Colletes acutus,Male,NA,NA,0.0104,2.23,9.46,21.0958
Apoidea,SpainBF162,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Megachilidae,Megachilinae,Osmiini,Hoplitis,NA,Hoplitis adunca,Female,NA,NA,0.0105,2.23,7.79,17.3717
Apoidea,SpainBF171,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Colletidae,Colletinae,Colletini,Colletes,NA,Colletes acutus,Female,NA,NA,0.0221,3.21,11.81,37.9101
Apoidea,SpainBF180,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Xylocopinae,Ceratinini,Ceratina,NA,Ceratina cucurbitina,Male,NA,NA,0.0058,0.85,3.92,3.332
Apoidea,SpainBF184,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Xylocopinae,Ceratinini,Ceratina,NA,Ceratina cucurbitina,Female,NA,NA,0.0064,1.12,5.04,5.6448
Apoidea,SpainBF19,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Andrenidae,Andreninae,Andrenini,Andrena,NA,Andrena nigroaenaea,Male,NA,NA,0.0039,1.3,7.6,9.88
Apoidea,SpainBF193,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Xylocopinae,Xylocopinini,Xylocopa,NA,Xylocopa valga,Female,NA,NA,0.1948,8.02,21,168.42
Apoidea,SpainBF195,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Xylocopinae,Xylocopinini,Xylocopa,NA,Xylocopa cantabrita,Male,NA,NA,0.0956,5.91,16.05,94.8555
Apoidea,SpainBF197,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Xylocopinae,Xylocopinini,Xylocopa,NA,Xylocopa cantabrita,Female,NA,NA,0.1002,5.71,17.03,97.2413
Apoidea,SpainBF2,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Apinae,Anthophorini,Anthophora,NA,Anthophora dispar,Male,NA,NA,0.0503,3.76,13.04,49.0304
Apoidea,SpainBF201,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Apinae,Bombini,Bombus,NA,Bombus terrestris,Female,NA,NA,0.0646,5.04,17.26,86.9904
Apoidea,SpainBF216,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Apinae,Bombini,Bombus,NA,Bombus terrestris,Female,NA,NA,0.0646,5.25,16.7,87.675
Apoidea,SpainBF223,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Apinae,Apini,Apis,NA,Apis mellifera,Female,NA,NA,0.0263,3.08,11.17,34.4036
Apoidea,SpainBF224,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Apinae,Apini,Apis,NA,Apis mellifera,Female,NA,NA,0.0252,3.15,11.98,37.737
Apoidea,SpainBF228,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Andrenidae,Panurginae,Panurgini,Panurgus,NA,Panurgus banksianus,Male,NA,NA,0.0149,2.16,13.01,28.1016
Apoidea,SpainBF23,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Andrenidae,Andreninae,Andrenini,Andrena,NA,Andrena ovatula,Female,NA,NA,0.0078,1.51,7.28,10.9928
Apoidea,SpainBF241,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Andrenidae,Panurginae,Panurgini,Panurgus,NA,Panurgus venustus,Male,NA,NA,0.0096,1.85,9.66,17.871
Apoidea,SpainBF242,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Andrenidae,Panurginae,Panurgini,Panurgus,NA,Panurgus venustus,Female,NA,NA,0.0093,1.81,7.37,13.3397
Apoidea,SpainBF258,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Andrenidae,Panurginae,Panurgini,Panurgus,NA,Panurgus dargius,Male,NA,NA,0.0092,1.98,9.27,18.3546
Apoidea,SpainBF261,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Andrenidae,Panurginae,Panurgini,Panurgus,NA,Panurgus cephalotes,Male,NA,NA,0.0097,1.81,8.82,15.9642
Apoidea,SpainBF266,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Andrenidae,Panurginae,Panurgini,Panurgus,NA,Panurgus dargius,Male,NA,NA,0.0062,1.51,7.54,11.3854
Apoidea,SpainBF273,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Andrenidae,Andreninae,Andrenini,Andrena,NA,Andrena rhyssonota,Female,NA,NA,0.0111,1.93,9.28,17.9104
Apoidea,SpainBF275,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Andrenidae,Andreninae,Andrenini,Andrena,NA,Andrena nigroaenaea,Female,NA,NA,0.0172,2.56,12.66,32.4096
Apoidea,SpainBF278,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Andrenidae,Andreninae,Andrenini,Andrena,NA,Andrena flavipes,Male,NA,NA,0.0108,1.94,9.71,18.8374
Apoidea,SpainBF279,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Andrenidae,Andreninae,Andrenini,Andrena,NA,Andrena thoracica,Female,NA,NA,0.0436,3.21,15.8,50.718
Apoidea,SpainBF28,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Andrenidae,Andreninae,Andrenini,Andrena,NA,Andrena ferrugineicrus,Female,NA,NA,0.0071,1.52,8.35,12.692
Apoidea,SpainBF282,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Andrenidae,Andreninae,Andrenini,Andrena,NA,Andrena florea,Female,NA,NA,0.0085,2.75,13.43,36.9325
Apoidea,SpainBF293,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Andrenidae,Andreninae,Andrenini,Andrena,NA,Andrena hispania,Male,NA,NA,0.0099,2.33,12.98,30.2434
Apoidea,SpainBF317,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Andrenidae,Andreninae,Andrenini,Andrena,NA,Andrena hispania,Female,NA,NA,0.0457,2.95,15.73,46.4035
Apoidea,SpainBF32,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,NA,Lasioglossum leucozonium,Male,NA,NA,0.0059,1.36,6.82,9.2752
Apoidea,SpainBF320,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Andrenidae,Panurginae,Panurgini,Panurgus,NA,Panurgus dargius,Female,NA,NA,0.0095,2.06,9.98,20.5588
Apoidea,SpainBF334,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Nomadinae,Nomadini,Nomada,NA,Nomada merceti,Male,NA,NA,0.0086,0.94,4.68,4.3992
Apoidea,SpainBF338,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Nomadinae,Nomadini,Nomada,NA,Nomada merceti,Female,NA,NA,0.0069,0.91,4.81,4.3771
Apoidea,SpainBF34,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,NA,Lasioglossum leucozonium,Male,NA,NA,0.0055,1.27,6.91,8.7757
Apoidea,SpainBF346,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Nomadinae,Nomadini,Nomada,NA,Nomada melathoracica,Female,NA,NA,0.0273,2.76,12.61,34.8036
Apoidea,SpainBF352,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Nomadinae,Nomadini,Nomada,NA,Nomada agrestis,Female,NA,NA,0.0255,2.68,11.57,31.0076
Apoidea,SpainBF353,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Nomadinae,Nomadini,Nomada,NA,Nomada agrestis,Male,NA,NA,0.0146,2.76,12.26,33.8376
Apoidea,SpainBF354,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Nomadinae,Nomadini,Nomada,NA,Nomada fucata,Female,NA,NA,0.013,2.08,9.71,20.1968
Apoidea,SpainBF46,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,NA,Lasioglossum albocinctum,Female,NA,NA,0.0178,2.28,9.97,22.7316
Apoidea,SpainBF548,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Apinae,Eucerini,Eucera,NA,Eucera elongatula,Male,NA,NA,0.021,2.9,11.11,32.219
Apoidea,SpainBF555,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Apinae,Eucerini,Eucera,NA,Eucera rufa,Male,NA,NA,0.032,3.46,14.66,50.7236
Apoidea,SpainBF559,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Apinae,Eucerini,Eucera,NA,Eucera elongatula,NA,NA,NA,0.0353,2.86,10.87,31.0882
Apoidea,SpainBF572,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Apinae,Eucerini,Eucera,NA,Eucera chrysopyga,Female,NA,NA,0.0275,3.38,12.22,41.3036
Apoidea,SpainBF585,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Apinae,Eucerini,Eucera,NA,Eucera chrysopyga,Female,NA,NA,0.0301,3.71,12.03,44.6313
Apoidea,SpainBF586,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Apinae,Anthophorini,Anthophora,NA,Anthophora hispanica,Male,NA,NA,0.0267,3.88,13.03,50.5564
Apoidea,SpainBF593,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Apinae,Anthophorini,Anthophora,NA,Anthophora aestivalis,Male,NA,NA,0.0555,4.59,16.37,75.1383
Apoidea,SpainBF601,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Apinae,Anthophorini,Anthophora,NA,Anthophora hispanica,Female,NA,NA,0.1123,6.54,21,137.34
Apoidea,SpainBF602,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Apinae,Anthophorini,Anthophora,NA,Anthophora hispanica,Male,NA,NA,0.1133,6.53,22,143.66
Apoidea,SpainBF606,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Apinae,Anthophorini,Anthophora,NA,Anthophora atroalba,Female,NA,NA,0.0421,3.67,13.54,49.6918
Apoidea,SpainBF614,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Xylocopinae,Xylocopinini,Xylocopa,NA,Xylocopa cantabrita,NA,NA,NA,0.0118,2.39,8.65,20.6735
Apoidea,SpainBF621,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Apinae,Anthophorini,Amegilla,NA,Amegilla quadrifasciata,Female,NA,NA,0.0647,4.11,13.82,56.8002
Apoidea,SpainBF624,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Apidae,Apinae,Anthophorini,Amegilla,NA,Amegilla quadrifasciata,Female,NA,NA,0.0242,3.18,12.65,40.227
Apoidea,SpainBF625,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Megachilidae,Megachilinae,Anthidini,Xylocopa,NA,Xylocopa sticticum,Male,NA,NA,0.0438,3.66,14.26,52.1916
Apoidea,SpainBF626,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Megachilidae,Megachilinae,Anthidini,Pseudoanthidium,NA,Pseudoanthidium melanorum,Female,NA,NA,0.0289,3.45,12.18,42.021
Apoidea,SpainBF63,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Andrenidae,Panurginae,Panurgini,Panurgus,NA,Panurgus calcaratus,Female,NA,NA,0.0125,1.26,5.33,6.7158
Apoidea,SpainBF634,Europe,Spain,SPAIN,NA,37.396355,-5.9732,0,1/1/17,NA,Hand,Megachilidae,Megachilinae,Osmiini,Osmia,NA,Osmia bicornis,Male,NA,NA,0.0063,2.94,10.28,30.2232
