Superfamily,Tag,Region,Country,Measurement,Locality,Location,Latitude,Longitude,Pres.time,Col.date,Plant,Col.method,Family,Subfamily,Tribe,Genus,Subgenus,Species,Sex,Weight,Pin.wgt,Spec.wgt,IT,BL
Apoidea,ALLO-AUS-234,Australasia,Australia,LK,BUNDA,Bundaberg,-24.84,152.46,0,19/2/17,NA,Hand,Colletidae,Euryglossinae,Euryglossinae,Callohesma,Callohesma,Callohesma_calsp1,Male,0.0435,0.038672,0.004828,1.6819148,6.179806875
Apoidea,ALLO-CSI-119,Australasia,Australia,LK,SA_NT,Dune W Binns Track,-25.75,135.26,201,21/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0009,0,0.0009,0.9067488,4.93119354
Apoidea,ALLO-CSI-127,Australasia,Australia,LK,SA_NT,Dune W Binns Track,-25.75,135.26,201,21/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0011,0,0.0011,1.0415886,5.002437586
Apoidea,ALLO-CSI-128,Australasia,Australia,LK,SA_NT,Dune W Binns Track,-25.75,135.26,201,21/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0008,0,0.0008,0.8819956,4.646217353
Apoidea,ALLO-CSI-169,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0009,0,0.0009,1.0181382,4.773351126
Apoidea,ALLO-CSI-206,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Male,0.0012,0,0.0012,0.931502,4.334217563
Apoidea,ALLO-CSI-220,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0007,0,0.0007,0.8155528,3.857619457
Apoidea,ALLO-CSI-25,Australasia,Australia,LK,SA_NT,"Witjira NP, Pumi Bore",-26.28,136.1,201,22/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0005,0,0.0005,0.8898124,4.336060081
Apoidea,ALLO-CSI-250,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0004,0,0.0004,0.8455172,4.118642904
Apoidea,ALLO-CSI-254,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Male,0.0005,0,0.0005,0.8025248,3.186328569
Apoidea,ALLO-CSI-286,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0005,0,0.0005,0.8057818,3.675824304
Apoidea,ALLO-CSI-323,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Male,0.0006,0,0.0006,0.8670134,3.909824147
Apoidea,ALLO-CSI-351,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Male,0.0006,0,0.0006,0.7517156,2.914250012
Apoidea,ALLO-CSI-39,Australasia,Australia,LK,SA_NT,Dune W Binns Track,-25.75,135.26,201,21/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0005,0,0.0005,0.964072,5.294783847
Apoidea,ALLO-CSI-394,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0009,0,0.0009,0.8591966,4.01300518
Apoidea,ALLO-CSI-408,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0003,0,0.0003,0.8819956,3.863761185
Apoidea,ALLO-CSI-409,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0002,0,0.0002,0.8676648,4.694737006
Apoidea,ALLO-CSI-410,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0012,0,0.0012,1.0109728,5.350673573
Apoidea,ALLO-CSI-412,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0008,0,0.0008,0.863105,4.102674411
Apoidea,ALLO-CSI-413,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0009,0,0.0009,0.8950236,4.336674254
Apoidea,ALLO-CSI-414,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0005,0,0.0005,0.8116444,3.271084418
Apoidea,ALLO-CSI-415,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0005,0,0.0005,0.863105,4.148737372
Apoidea,ALLO-CSI-416,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0009,0,0.0009,0.9288964,4.08056419
Apoidea,ALLO-CSI-417,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0006,0,0.0006,0.824021,4.099603547
Apoidea,ALLO-CSI-419,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0005,0,0.0005,0.9256394,4.295524675
Apoidea,ALLO-CSI-420,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Male,0.0007,0,0.0007,0.8624536,3.451037053
Apoidea,ALLO-CSI-421,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0012,0,0.0012,1.0305148,4.821256606
Apoidea,ALLO-CSI-422,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0005,0,0.0005,0.9367132,4.663414192
Apoidea,ALLO-CSI-424,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.001,0,0.001,0.8513798,4.126012978
Apoidea,ALLO-CSI-425,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Male,0.0005,0,0.0005,0.801222,3.943603652
Apoidea,ALLO-CSI-426,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0007,0,0.0007,0.9191254,4.157949964
Apoidea,ALLO-CSI-427,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0011,0,0.0011,0.9008862,4.633319724
Apoidea,ALLO-CSI-429,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Male,0.0007,0,0.0007,0.8722246,3.294422985
Apoidea,ALLO-CSI-430,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0005,0,0.0005,0.938016,3.940532787
Apoidea,ALLO-CSI-431,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Male,0.0006,0,0.0006,0.928245,3.51368268
Apoidea,ALLO-CSI-432,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0003,0,0.0003,0.8709218,4.807130631
Apoidea,ALLO-CSI-433,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0009,0,0.0009,1.0103214,5.054642276
Apoidea,ALLO-CSI-434,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Male,0.0005,0,0.0005,0.9210796,3.346013502
Apoidea,ALLO-CSI-435,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.001,0,0.001,0.9946878,4.560233159
Apoidea,ALLO-CSI-436,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Male,0.0006,0,0.0006,1.0500568,3.859461976
Apoidea,ALLO-CSI-438,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Male,0.0007,0,0.0007,0.8741788,3.530265346
Apoidea,ALLO-CSI-439,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Male,0.0008,0,0.0008,0.8963264,3.741540795
Apoidea,ALLO-CSI-440,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0003,0,0.0003,1.0168354,4.701492906
Apoidea,ALLO-CSI-441,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Male,0.0005,0,0.0005,0.7530184,3.237304913
Apoidea,ALLO-CSI-442,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0009,0,0.0009,0.8018734,4.205855444
Apoidea,ALLO-CSI-443,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Female,0.0007,0,0.0007,0.8083874,3.502013397
Apoidea,ALLO-CSI-444,Australasia,Australia,LK,SA_NT,Dune NW off Finke Road,-25.62,134.92,201,18/3/17,NA,Malaise,Colletidae,Euryglossinae,Euryglossinae,Euhesma,Euhesma,Euhesma_euhsp1,Male,0.0007,0,0.0007,0.81425,3.446737843
Apoidea,ALLO-AUS-535,Australasia,Australia,LK,VICTORIA,D7R3B,-36.79,145.34,60,22/12/15,NA,Vane,Colletidae,Euryglossinae,Euryglossinae,Euryglossa,Euryglossa,Euryglossa_adelaidae,Female,0.0406,0.03536129,0.00523871,1.8167546,7.131160567
Apoidea,ALLO-AUS-536,Australasia,Australia,LK,VICTORIA,A4C2Y,-36.52,145.93,60,22/12/15,NA,Vane,Colletidae,Euryglossinae,Euryglossinae,Euryglossa,Euryglossa,Euryglossa_adelaidae,Female,0.0428,0.03536129,0.00743871,2.0343222,7.443160357
Apoidea,ALLO-AUS-01,Australasia,Australia,LK,COFFS,COFFSRoadside weeds,-30,153.15,0,11/5/17,Bidens pilosa,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_bicolor,Female,0.0683,0.067166,0.001134,1.286515,5.447098705
Apoidea,ALLO-AUS-05,Australasia,Australia,LK,COFFS,COFFSRoadside weeds,-30,153.15,0,11/5/17,Bidens pilosa,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_bicolor,Female,0.0692,0.067166,0.002034,1.452622,5.819901604
Apoidea,ALLO-AUS-25,Australasia,Australia,LK,COFFS,COFFSRoadside Weeds,-30,153.15,0,11/5/17,Bidens pilosa,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_bicolor,Female,0.0703,0.067166,0.003134,1.4682556,6.459255506
Apoidea,ALLO-AUS-31,Australasia,Australia,LK,COFFS,COFFSRoadside Tunnels,-30.02,153.12,0,11/5/17,Bidens pilosa,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_bicolor,Female,0.0702,0.067166,0.003034,1.2155124,5.523870307
Apoidea,ALLO-AUS-62,Australasia,Australia,LK,COFFS,COFFSS1S,-30.01,153.15,0,16/5/17,Pultanea,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_bicolor,Female,0.0426,0.038672,0.003928,1.5770394,6.857239491
Apoidea,ALLO-AUS-112,Australasia,Australia,LK,COFFS,COFFSHardip,-30.01,153.11,0,24/5/17,Vine,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_bicolor,Female,0.0438,0.038672,0.005128,1.7672482,6.895932378
Apoidea,ALLO-AUS-164,Australasia,Australia,LK,COFFS,COFFSroadside weeds,-30,153.15,0,9/5/17,Bidens pilosa,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_bicolor,Female,0.0701,0.067166,0.002934,1.5268816,6.944452031
Apoidea,ALLO-AUS-165,Australasia,Australia,LK,COFFS,COFFSRoadside weeds,-30,153.15,0,5/5/17,Bidens pilosa,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_bicolor,Female,0.0717,0.067166,0.004534,1.4317772,6.568578267
Apoidea,ALLO-AUS-249,Australasia,Australia,LK,COFFS,COFFS_B910,-30.01,153.15,0,18/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_bicolor,Female,0.0444,0.038672,0.005728,1.4864948,7.010782695
Apoidea,ALLO-AUS-267,Australasia,Australia,LK,COFFS,COFFS_ B81,-29.99,153.14,0,12/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_bicolor,Female,0.0441,0.038672,0.005428,1.5809478,7.337522633
Apoidea,ALLO-AUS-273,Australasia,Australia,LK,COFFS,COFFS_B910,-30.01,153.15,0,14/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_bicolor,Female,0.043,0.038672,0.004328,1.4943116,6.147255715
Apoidea,ALLO-AUS-276,Australasia,Australia,LK,COFFS,COFFS_B910,-30.01,153.15,0,14/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_bicolor,Female,0.0432,0.038672,0.004528,1.420052,5.663901709
Apoidea,ALLO-AUS-282,Australasia,Australia,LK,COFFS,COFFS_B910,-30.01,153.15,0,14/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_bicolor,Female,0.0422,0.038672,0.003528,1.511248,6.12207463
Apoidea,ALLO-AUS-287,Australasia,Australia,LK,COFFS,COFFS_B910,-30.01,153.15,0,12/9/17,Vaccinium,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_bicolor,Female,0.043,0.038672,0.004328,1.4519706,6.202531269
Apoidea,ALLO-AUS-205,Australasia,Australia,LK,ARMID,ARMIDALEUNE,-30.49,151.64,0,16/4/17,Rosemary,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_hamulata,Female,0.0725,0.067166,0.005334,1.79226196,7.044930703
Apoidea,ALLO-AUS-206,Australasia,Australia,LK,ARMID,ARMIDALEUNE,-30.49,151.64,0,16/4/17,Rosemary,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_hamulata,Female,0.074,0.067166,0.006834,1.7444492,7.31725493
Apoidea,ALLO-AUS-207,Australasia,Australia,LK,ARMID,ARMIDALEUNE,-30.49,151.64,0,16/4/17,Rosemary,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_hamulata,Female,0.0727,0.067166,0.005534,1.7920014,7.416750926
Apoidea,ALLO-AUS-208,Australasia,Australia,LK,ARMID,ARMIDALEUNE,-30.49,151.64,0,16/4/17,Rosemary,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_hamulata,Female,0.0725,0.067166,0.005334,1.5744338,6.351775263
Apoidea,ALLO-AUS-209,Australasia,Australia,LK,ARMID,ARMIDALEUNE,-30.49,151.64,0,16/4/17,Rosemary,Hand,Apidae,Xylocopinae,Allodapini,Exoneura,Exoneura,Exoneura_hamulata,Female,0.0731,0.067166,0.005934,1.7112278,7.385428112
Apoidea,ALLO-CSI-89,Australasia,Australia,LK,SA_NT,Dune W Binns Track,-25.75,135.26,201,21/3/17,NA,Malaise,Colletidae,Colletinae,Colletini,Goniocolletes,Goniocolletes,Goniocolletes_perfasciatus,Male,0.0054,0,0.0054,2.0460474,8.447947084
Apoidea,ALLO-AUS-211,Australasia,Australia,LK,CSIRO,CSIRO_BRIS_COTTON,-27.12,151.08,90,11/12/16,20826,Pan_trap,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_homsp1,Female,0.0688,0.067166,0.001634,1.3438382,5.894830688
Apoidea,ALLO-AUS-214,Australasia,Australia,LK,CSIRO,CSIRO_BRIS_COTTON,-27.26,151.22,90,11/12/16,20675,Pan_trap,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_homsp1,Female,0.0683,0.067166,0.001134,1.4402454,6.639208141
Apoidea,ALLO-AUS-82,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_sphecodoides,Female,0.0727,0.067166,0.005534,1.7431464,6.335192597
Apoidea,ALLO-AUS-186,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,Bidens pilosa,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_sphecodoides,Female,0.0732,0.067166,0.006034,1.5412124,6.428239779
Apoidea,ALLO-AUS-227,Australasia,Australia,LK,COFFS,Woolgoolga,-30.11,153.2,0,3/3/17,NA,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_sphecodoides,Female,0.0424,0.038672,0.003728,1.755523,5.974058981
Apoidea,ALLO-AUS-228,Australasia,Australia,LK,COFFS,Woolgoolga,-30.11,153.2,0,3/3/17,NA,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_sphecodoides,Female,0.0411,0.038672,0.002428,1.3001944,4.947039198
Apoidea,ALLO-AUS-16,Australasia,Australia,LK,COFFS,COFFSRoadside S4?,-30.02,153.12,0,11/5/17,NA,Vane,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,0.0005,0,0.0005,0.8917666,3.368123723
Apoidea,ALLO-AUS-23,Australasia,Australia,LK,COFFS,COFFSRoadside Tunnels,-30.02,153.12,0,11/5/17,Pultanea,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0018,0,0.0018,0.9744944,4.332989217
Apoidea,ALLO-AUS-32,Australasia,Australia,LK,COFFS,COFFSRoadside Tunnels,-30.02,153.12,0,11/5/17,Bidens pilosa,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0017,0,0.0017,1.0546166,4.271571935
Apoidea,ALLO-AUS-45,Australasia,Australia,LK,COFFS,COFFSBean Plant,-29.94,153.13,0,25/5/17,Passiflora,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0016,0,0.0016,1.1243164,4.208926308
Apoidea,ALLO-AUS-60,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,16/5/17,Bidens pilosa,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,0.0007,0,0.0007,0.8461686,2.891525618
Apoidea,ALLO-AUS-70,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0026,0,0.0026,1.071553,4.443540324
Apoidea,ALLO-AUS-120,Australasia,Australia,LK,COFFS,COFFSSherwood,-30.04,153.15,0,31/5/17,NA,Vane,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0008,0,0.0008,0.9621178,3.710217981
Apoidea,ALLO-AUS-133,Australasia,Australia,LK,COFFS,COFFSHardip,-30.01,153.11,0,31/5/17,NA,Vane,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0019,0,0.0019,1.0761128,4.02406029
Apoidea,ALLO-AUS-141,Australasia,Australia,LK,COFFS,COFFSRoadside Tunnels,-30.02,153.12,0,8/5/17,NA,Vane,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.00095,0,0.00095,1.0168354,3.971855601
Apoidea,ALLO-AUS-141-2,Australasia,Australia,LK,COFFS,COFFSRoadside Tunnels,-30.02,153.12,0,8/5/17,NA,Vane,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.00095,0,0.00095,1.0077158,3.694863661
Apoidea,ALLO-AUS-191,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,NA,Vane,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0015,0,0.0015,1.1412528,4.482847384
Apoidea,ALLO-AUS-192,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,NA,Vane,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0019,0,0.0019,1.1686116,4.527682
Apoidea,ALLO-AUS-193,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,NA,Vane,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.002,0,0.002,1.0761128,4.361241166
Apoidea,ALLO-AUS-194,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,NA,Vane,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Male,0.0019,0,0.0019,1.1086828,5.027618672
Apoidea,ALLO-AUS-195,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,NA,Vane,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0015,0,0.0015,1.1275734,4.315792378
Apoidea,ALLO-AUS-196,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,NA,Vane,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0012,0,0.0012,1.045497,4.320705761
Apoidea,ALLO-AUS-222,Australasia,Australia,LK,COFFS,Woolgoolga,-30.11,153.2,0,3/3/17,NA,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0406,0.038672,0.001928,1.1907592,4.034501228
Apoidea,ALLO-AUS-303,Australasia,Australia,LK,KATHE,ManbullooREF107,-14.62,132.45,0,1/6/17,Mango,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0408,0.038672,0.002128,1.0819754,4.594012664
Apoidea,ALLO-AUS-341,Australasia,Australia,LK,KATHE,KatherineWM016_2017,-14.53,132.46,0,28/7/17,Watermelon,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0404,0.038672,0.001728,1.1288762,4.31394986
Apoidea,ALLO-AUS-342,Australasia,Australia,LK,KATHE,KatherineWM014_2017,-14.53,132.46,0,28/7/17,Watermelon,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0403,0.038672,0.001628,1.1764284,5.003665932
Apoidea,ALLO-AUS-343,Australasia,Australia,LK,KATHE,KatherineWM060_2017,-14.56,132.48,0,31/7/17,Watermelon,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0029,0.002668,0.000232,1.0155326,4.100831892
Apoidea,ALLO-AUS-344,Australasia,Australia,LK,KATHE,KatherineWM059_2017,-14.56,132.48,0,31/7/17,Watermelon,Hand,Halictidae,Halictinae,Halictini,Homalictus,Homalictus,Homalictus_urbanus,Female,0.0028,0.002668,0.000132,1.0350746,4.251304232
