Superfamily,Tag,Region,Country,Measurement,Locality,Location,Latitude,Longitude,Pres.time,Col.date,Plant,Col.method,Family,Subfamily,Tribe,Genus,Subgenus,Species,Sex,Weight,Pin.wgt,Spec.wgt,IT,BL
Apoidea,ALLO-CSI-162,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_apicata,Female,0.0459,0.038672,0.007228,1.8037266,6.715979743
Apoidea,ALLO-CSI-163,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_apicata,Female,0.0469,0.038672,0.008228,1.9112076,8.00205762
Apoidea,ALLO-CSI-29,Australasia,Australia,LK,SA_NT,"Witjira NP, Pumi Bore",-26.28,136.1,201,22/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_apicata,Female,0.0059,0,0.0059,1.8525816,6.800121419
Apoidea,ALLO-CSI-33,Australasia,Australia,LK,SA_NT,"Witjira NP, Pumi Bore",-26.28,136.1,201,22/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_apicata,Male,0.0031,0,0.0031,1.4122352,5.210027998
Apoidea,ALLO-CSI-4,Australasia,Australia,LK,SA_NT,"Witjira NP, 3O'Clock Creek",-26.46,135.41,201,21/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_apicata,Female,0.0458,0.038672,0.007128,1.8063322,6.774940333
Apoidea,ALLO-CSI-445,Australasia,Australia,LK,SA_NT,"Witjira NP, Binns Track",-26,135.33,201,17/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_apicata,Female,0.0474,0.038672,0.008728,2.1411518,8.158671688
Apoidea,ALLO-CSI-72,Australasia,Australia,LK,SA_NT,"Witjira NP, Mound spring",-26.42,135.51,201,22/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_apicata,Male,0.0049,0,0.0049,1.7763678,7.198105404
Apoidea,ALLO-CSI-84,Australasia,Australia,LK,SA_NT,Dune W Binns Track,-25.75,135.26,201,21/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_apicata,Female,0.0061,0,0.0061,1.8213144,6.898389069
Apoidea,ALLO-CSI-76,Australasia,Australia,LK,SA_NT,"Witjira NP, Mound spring",-26.42,135.51,201,22/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_apicata,Female,0.0073,0,0.0073,1.9470346,6.887948131
Apoidea,ALLO-CSI-41,Australasia,Australia,LK,SA_NT,Dune W Binns Track,-25.75,135.26,201,21/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_aurifrons,Female,0.0841,0.038672,0.045428,4.240614,13.5197862
Apoidea,ALLO-CSI-122,Australasia,Australia,LK,SA_NT,Dune W Binns Track,-25.75,135.26,201,21/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_callura,Female,0.0041,0,0.0041,1.4943116,6.547082219
Apoidea,ALLO-CSI-35,Australasia,Australia,LK,SA_NT,Dune W Binns Track,-25.75,135.26,201,21/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_callura,Male,0.0044,0,0.0044,1.4767238,5.88868896
Apoidea,ALLO-CSI-38,Australasia,Australia,LK,SA_NT,Dune W Binns Track,-25.75,135.26,201,21/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_callura,Male,0.0034,0,0.0034,1.393996,5.263461033
Apoidea,ALLO-CSI-156,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_captionis,Male,0.0487,0.038672,0.010028,2.3574166,7.72506568
Apoidea,ALLO-CSI-82,Australasia,Australia,LK,SA_NT,Dune W Binns Track,-25.75,135.26,201,21/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_captionis,Male,0.0082,0,0.0082,2.1932638,8.068388284
Apoidea,ALLO-AUS-547,Australasia,Australia,LK,VICTORIA,C7R1B,-36.63,145.48,60,22/12/15,NA,Vane,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_chrysopyea,Male,0.0449,0.03536129,0.00953871,2.3085616,8.237285808
Apoidea,ALLO-AUS-548,Australasia,Australia,LK,VICTORIA,C7t2B,-36.63,145.48,60,22/12/15,NA,Vane,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_chrysopyea,Female,0.0454,0.03536129,0.01003871,2.1717676,7.713396396
Apoidea,ALLO-AUS-52,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,16/5/17,Bidens pilosa,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_heriadiformis,Female,0.0748,0.067166,0.007634,1.931401,7.164940071
Apoidea,ALLO-AUS-544,Australasia,Australia,LK,VICTORIA,B7P2b,-36.76,145.52,60,22/12/15,NA,Vane,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_heriadiformis,Female,0.0504,0.03536129,0.01503871,2.501376,8.707128012
Apoidea,ALLO-AUS-545,Australasia,Australia,LK,VICTORIA,C7P3b,-36.63,145.48,60,22/12/15,NA,Vane,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_heriadiformis,Male,0.0434,0.03536129,0.00803871,2.0929482,7.603459462
Apoidea,ALLO-AUS-546,Australasia,Australia,LK,VICTORIA,D9R2B,-36.43,145.6,60,22/12/15,NA,Vane,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_heriadiformis,Female,0.0478,0.03536129,0.01243871,2.44275,8.374860519
Apoidea,ALLO-AUS-19,Australasia,Australia,LK,COFFS,COFFSS1S,-30.01,153.15,0,11/5/17,Pultanea,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_maculariformis,Male,0.0924,0.067166,0.025234,3.3853258,9.757977701
Apoidea,ALLO-AUS-20,Australasia,Australia,LK,COFFS,COFFSS1S,-30.01,153.15,0,11/5/17,Pultanea,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_maculariformis,Male,0.0888,0.067166,0.021634,3.3338652,9.705773011
Apoidea,ALLO-AUS-24,Australasia,Australia,LK,COFFS,COFFSS1S,-30.01,153.15,0,11/5/17,Pultanea,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_maculariformis,Male,0.088,0.067166,0.020834,3.1254172,9.350781124
Apoidea,ALLO-AUS-67,Australasia,Australia,LK,COFFS,COFFSS1S,-30.01,153.15,0,16/5/17,Pultanea,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_maculariformis,Female,0.1377,0.096176,0.041524,4.0530108,12.32767676
Apoidea,ALLO-AUS-537,Australasia,Australia,LK,VICTORIA,B6p3B,-36.52,145.93,60,22/12/15,NA,Vane,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_maculariformis,Male,0.0556,0.03536129,0.02023871,3.0544146,9.500025118
Apoidea,ALLO-AUS-538,Australasia,Australia,LK,VICTORIA,B6P2b,-36.52,145.93,60,22/12/15,NA,Vane,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_maculariformis,Female,0.0615,0.03536129,0.02613871,3.4348322,11.29402391
Apoidea,ALLO-CSI-23,Australasia,Australia,LK,SA_NT,"Witjira NP, Pumi Bore",-26.28,136.1,201,22/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_macularis,Male,0.0625,0.038672,0.023828,3.1228116,10.05892238
Apoidea,ALLO-CSI-447,Australasia,Australia,LK,SA_NT,"Witjira NP, Binns Track",-26,135.33,201,17/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_macularis,Female,0.069,0.038672,0.030328,3.2120534,12.32030669
Apoidea,ALLO-CSI-453,Australasia,Australia,LK,SA_NT,"Witjira NP, Binns Track",-26,135.33,201,17/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_macularis,Male,0.0617,0.038672,0.023028,2.8414068,10.06383576
Apoidea,ALLO-CSI-17,Australasia,Australia,LK,SA_NT,"Witjira NP, Pumi Bore",-26.28,136.1,201,22/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_megbid,Female,0.0487,0.038672,0.010028,1.7939556,7.507648503
Apoidea,ALLO-CSI-21,Australasia,Australia,LK,SA_NT,"Witjira NP, Pumi Bore",-26.28,136.1,201,22/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_megbid,Female,0.0427,0.038672,0.004028,1.6858232,6.031177053
Apoidea,ALLO-CSI-32,Australasia,Australia,LK,SA_NT,"Witjira NP, Pumi Bore",-26.28,136.1,201,22/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_megbid,Male,0.0033,0,0.0033,1.6096094,4.964358872
Apoidea,ALLO-CSI-459,Australasia,Australia,LK,SA_NT,"Witjira NP, Binns Track",-26,135.33,201,17/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_megbid,Male,0.0018,0,0.0018,1.2982402,4.493288322
Apoidea,ALLO-CSI-28,Australasia,Australia,LK,SA_NT,"Witjira NP, Pumi Bore",-26.28,136.1,201,22/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_megsp1,Male,0.003,0,0.003,1.4832378,5.479035692
Apoidea,ALLO-AUS-231,Australasia,Australia,LK,COFFS,Woolgoolga,-30.11,153.2,0,3/3/17,NA,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_megsp2,Male,0.1199,0.096176,0.023724,3.2361552,10.67485173
Apoidea,ALLO-AUS-237,Australasia,Australia,LK,COFFS,Woolgoolga,-30.11,153.2,0,3/3/17,NA,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_megsp2,Female,0.0715,0.038672,0.032828,3.4797788,11.46261435
Apoidea,ALLO-CSI-159,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_megsp3,Male,0.0516,0.038672,0.012928,2.2427702,9.603820324
Apoidea,ALLO-AUS-369,Australasia,Australia,LK,STANT,StanthorpeAPPLE019_2017,-28.51,151.88,0,26/9/17,Apple,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_megsp4,Female,0.0627,0.038672,0.024028,2.8133966,9.839048512
Apoidea,ALLO-AUS-305,Australasia,Australia,LK,KATHE,ManbullooREF044,-14.62,132.45,0,19/6/17,Mango,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_micrerythrura,Male,0.0722,0.067166,0.005034,2.055167,6.062499867
Apoidea,ALLO-AUS-357,Australasia,Australia,LK,KATHE,ManbullooREF081,-14.62,132.45,0,20/7/17,Mango,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_micrerythrura,Male,0.0716,0.067166,0.004434,1.879289,6.186562776
Apoidea,ALLO-AUS-541,Australasia,Australia,LK,VICTORIA,D2R3B,-36.65,145.49,60,22/12/15,NA,Vane,Megachilidae,Megachilinae,Megachilini,Megachile,Hackeriapis,Megachile_oblonga,Female,0.0458,0.03536129,0.01043871,2.1209584,9.313316582
Apoidea,ALLO-AUS-542,Australasia,Australia,LK,VICTORIA,A3P3B,-36.49,145.71,60,22/12/15,NA,Vane,Megachilidae,Megachilinae,Megachilini,Megachile,Hackeriapis,Megachile_oblonga,Male,0.0457,0.03536129,0.01033871,2.3118186,8.572624166
Apoidea,ALLO-AUS-543,Australasia,Australia,LK,VICTORIA,D6P3B,-36.74,145.37,60,22/12/15,NA,Vane,Megachilidae,Megachilinae,Megachilini,Megachile,Hackeriapis,Megachile_oblonga,Male,0.0446,0.03536129,0.00923871,2.380867,7.818419948
Apoidea,ALLO-CSI-449,Australasia,Australia,LK,SA_NT,"Witjira NP, Binns Track",-26,135.33,201,17/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_paracallida,Female,0.0041,0,0.0041,1.5281844,6.308783166
Apoidea,ALLO-CSI-455,Australasia,Australia,LK,SA_NT,"Witjira NP, Binns Track",-26,135.33,201,17/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_paracallida,Female,0.0035,0,0.0035,1.4408968,5.617838748
Apoidea,ALLO-CSI-458,Australasia,Australia,LK,SA_NT,"Witjira NP, Binns Track",-26,135.33,201,17/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_paracallida,Female,0.0032,0,0.0032,1.403767,6.016436906
Apoidea,ALLO-CSI-460,Australasia,Australia,LK,SA_NT,"Witjira NP, Binns Track",-26,135.33,201,17/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_paracallida,Female,0.0037,0,0.0037,1.5249274,5.98695661
Apoidea,ALLO-CSI-81,Australasia,Australia,LK,SA_NT,Dune W Binns Track,-25.75,135.26,201,21/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_paracallida,Female,0.0042,0,0.0042,1.592673,6.818546603
Apoidea,ALLO-AUS-226,Australasia,Australia,LK,COFFS,Woolgoolga,-30.11,153.2,0,3/3/17,NA,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_serricauda,Female,0.1194,0.096176,0.023224,3.3012952,10.44155204
Apoidea,ALLO-AUS-539,Australasia,Australia,LK,VICTORIA,C10R2B,-36.37,145.55,60,22/12/15,NA,Vane,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_simplex,Female,0.0509,0.03536129,0.01553871,2.6127654,9.088529331
Apoidea,ALLO-AUS-540,Australasia,Australia,LK,VICTORIA,D9R6B,-36.43,145.6,60,22/12/15,NA,Vane,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_simplex,Female,0.0476,0.03536129,0.01223871,2.5945262,8.621757991
Apoidea,ALLO-AUS-53,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,16/5/17,Bidens pilosa,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_tenuicincta,Female,0.0553,0.038672,0.016628,2.810791,8.51243523
Apoidea,ALLO-AUS-221,Australasia,Australia,LK,COFFS,Woolgoolga,-30.11,153.2,0,3/3/17,NA,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_tenuicincta,Female,0.0561,0.038672,0.017428,3.006211,8.662293397
Apoidea,ALLO-AUS-238,Australasia,Australia,LK,BUNDA,Bundaberg,-24.84,152.46,0,19/2/17,NA,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_tenuicincta,Female,0.056,0.038672,0.017328,2.9808064,8.454088812
Apoidea,ALLO-AUS-307,Australasia,Australia,LK,KATHE,Kings producersREF136,-14.52,132.45,0,3/6/17,Mango,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_tenuicincta,Female,0.08,0.067166,0.012834,2.546974,8.247726746
Apoidea,ALLO-AUS-359,Australasia,Australia,LK,KATHE,ManbullooREF121,-14.62,132.45,0,27/7/17,Mango,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_tenuicincta,Female,0.0782,0.067166,0.011034,2.3834726,8.268608622
Apoidea,ALLO-CSI-117,Australasia,Australia,LK,SA_NT,Dune W Binns Track,-25.75,135.26,201,21/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_tenuicincta,Female,0.0572,0.038672,0.018528,2.5847552,10.15473334
Apoidea,ALLO-CSI-155,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_tenuicincta,Female,0.0551,0.038672,0.016428,2.755422,9.262340238
Apoidea,ALLO-CSI-160,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Megachilidae,Megachilinae,Megachilini,Megachile,Eutricharaea,Megachile_tenuicincta,Female,0.0579,0.038672,0.019228,2.7938546,9.028340395
Apoidea,ALLO-AUS-304,Australasia,Australia,LK,KATHE,ManbullooREF099,-14.62,132.45,0,22/6/17,Mango,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_turneri,Male,0.0435,0.038672,0.004828,1.6832176,5.688468622
Apoidea,ALLO-AUS-340,Australasia,Australia,LK,KATHE,KatherineWM056_2017,-14.56,132.48,0,31/7/17,Watermelon,Hand,Megachilidae,Megachilinae,Megachilini,Megachile,Unplaced,Megachile_turneri,Male,0.0424,0.038672,0.003728,1.5386068,5.644862352
Apoidea,ALLO-AUS-50,Australasia,Australia,LK,COFFS,COFFSS1S,-30.01,153.15,0,16/5/17,Pultanea,Hand,Halictidae,Nomiinae,Nomiini,Nomia,Nomia,Nomia_nomsp1,Female,0.0895,0.067166,0.022334,2.8264246,10.34574109
Apoidea,ALLO-AUS-02,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,11/5/17,Vaccinium,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0694,0.067166,0.002234,1.0995632,3.521052754
Apoidea,ALLO-AUS-54,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,16/5/17,Bidens pilosa,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0692,0.067166,0.002034,1.1653546,3.998265032
Apoidea,ALLO-AUS-65,Australasia,Australia,LK,COFFS,COFFSS1S,-30.01,153.15,0,16/5/17,Bidens pilosa,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0411,0.038672,0.002428,1.286515,3.90613911
Apoidea,ALLO-AUS-66,Australasia,Australia,LK,COFFS,COFFSS1S,-30.01,153.15,0,16/5/17,Bidens pilosa,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0405,0.038672,0.001828,1.3314616,4.274642799
Apoidea,ALLO-AUS-100,Australasia,Australia,LK,COFFS,COFFSHardip,-30.01,153.11,0,23/5/17,Bidens pilosa,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0404,0.038672,0.001728,1.2858636,4.11987125
Apoidea,ALLO-AUS-139,Australasia,Australia,LK,COFFS,COFFSPonds,-30.01,153.1,0,8/5/17,NA,Vane,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0015,0,0.0015,1.1620976,4.068894906
Apoidea,ALLO-AUS-143,Australasia,Australia,LK,COFFS,COFFSPonds,-30.01,153.1,0,8/5/17,NA,Vane,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0014,0,0.0014,1.1542808,3.728643166
Apoidea,ALLO-AUS-148,Australasia,Australia,LK,COFFS,COFFSPonds,-30.01,153.1,0,3/5/17,NA,Vane,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0016,0,0.0016,1.306057,4.049855549
Apoidea,ALLO-AUS-151,Australasia,Australia,LK,COFFS,COFFSFeatherstones,-30,153.1,0,8/5/17,NA,Vane,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0014,0,0.0014,1.123665,3.695477834
Apoidea,ALLO-AUS-161,Australasia,Australia,LK,COFFS,COFFSCamellia,-30,153.15,0,9/5/17,Camellia,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0697,0.067166,0.002534,1.2845608,3.925178467
Apoidea,ALLO-AUS-162,Australasia,Australia,LK,COFFS,COFFSCamellia,-30,153.15,0,9/5/17,Camellia,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0691,0.067166,0.001934,1.283258,3.830595853
Apoidea,ALLO-AUS-177,Australasia,Australia,LK,COFFS,COFFSCamellia,-30,153.15,0,9/5/17,Camellia,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0698,0.067166,0.002634,1.1568864,3.658013292
Apoidea,ALLO-AUS-188,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,Vaccinium,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0013,0,0.0013,1.1282248,3.828753335
Apoidea,ALLO-AUS-189,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,Vaccinium,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0016,0,0.0016,1.2689272,3.837351754
Apoidea,ALLO-AUS-190,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,Vaccinium,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0015,0,0.0015,1.1946676,3.685651069
Apoidea,ALLO-AUS-223,Australasia,Australia,LK,COFFS,Woolgoolga,-30.11,153.2,0,3/3/17,NA,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0411,0.038672,0.002428,1.2689272,3.817084051
Apoidea,ALLO-AUS-225,Australasia,Australia,LK,COFFS,Woolgoolga,-30.11,153.2,0,3/3/17,NA,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0411,0.038672,0.002428,1.3034514,3.725572302
Apoidea,ALLO-AUS-331,Australasia,Australia,LK,MAREE,FeelyREF052,-16.99,145.37,0,14/8/17,Mango,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_carbonaria,Female,0.0415,0.038672,0.002828,1.3295074,3.98475323
Apoidea,ALLO-AUS-301,Australasia,Australia,LK,KATHE,ManbullooREF055,-14.62,132.45,0,19/6/17,Mango,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.0409,0.038672,0.002228,1.2265862,3.746454178
Apoidea,ALLO-AUS-346,Australasia,Australia,LK,KATHE,ManbullooREF045,-14.62,132.45,0,19/6/17,Mango,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.0682,0.067166,0.001034,1.130179,3.772249436
Apoidea,ALLO-AUS-349,Australasia,Australia,LK,KATHE,ManbullooREF046,-14.62,132.45,0,15/6/17,Mango,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.041,0.038672,0.002328,1.1327846,3.853320248
Apoidea,ALLO-AUS-350,Australasia,Australia,LK,KATHE,ManbullooREF043,-14.62,132.45,0,15/6/17,Mango,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.0406,0.038672,0.001928,1.1666574,3.675210131
Apoidea,ALLO-AUS-351,Australasia,Australia,LK,KATHE,ManbullooREF039,-14.62,132.45,0,19/6/17,Mango,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.0401,0.038672,0.001428,1.1979246,3.530879519
Apoidea,ALLO-AUS-352,Australasia,Australia,LK,KATHE,ManbullooREF089,-14.62,132.45,0,20/6/17,Mango,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.0397,0.038672,0.001028,1.3685914,3.763651016
Apoidea,ALLO-AUS-353,Australasia,Australia,LK,KATHE,ManbullooREF068,-14.62,132.45,0,19/6/17,Mango,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.0402,0.038672,0.001528,1.2103012,3.494643323
Apoidea,ALLO-AUS-354,Australasia,Australia,LK,KATHE,ManbullooREF028,-14.62,132.45,0,15/6/17,Mango,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.0405,0.038672,0.001828,1.208347,3.911052492
Apoidea,ALLO-AUS-360,Australasia,Australia,LK,KATHE,ManbullooREF054,-14.62,132.45,0,15/7/17,Mango,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.0403,0.038672,0.001628,1.1295276,3.802958077
Apoidea,ALLO-AUS-377,Australasia,Australia,LK,KATHE,KatherineWM046_2017,-14.56,132.48,0,31/7/17,Watermelon,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.0414,0.038672,0.002728,1.1679602,3.610721985
Apoidea,ALLO-AUS-378,Australasia,Australia,LK,KATHE,KatherineWM045_2017,-14.56,132.48,0,31/7/17,Watermelon,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.0415,0.038672,0.002828,1.2076956,3.964485527
Apoidea,ALLO-AUS-379,Australasia,Australia,LK,KATHE,KatherineWM047_2017,-14.56,132.48,0,31/7/17,Watermelon,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.0412,0.038672,0.002528,1.1614462,4.003792588
Apoidea,ALLO-AUS-396,Australasia,Australia,LK,KATHE,KatherineWM057_2017,-14.56,132.48,0,31/7/17,Watermelon,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.0396,0.038672,0.000928,1.2200722,3.508155125
Apoidea,ALLO-AUS-397,Australasia,Australia,LK,KATHE,KatherineWM052_2017,-14.56,132.48,0,31/7/17,Watermelon,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.0398,0.038672,0.001128,1.1679602,3.774091954
Apoidea,ALLO-AUS-409,Australasia,Australia,LK,KATHE,KatherineWM071_2017,-14.54,132.13,0,1/8/17,Watermelon,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.0041,0.002668,0.001432,1.1894564,3.753210079
Apoidea,ALLO-AUS-410,Australasia,Australia,LK,KATHE,KatherineWM048_2017,-14.56,132.48,0,31/7/17,Watermelon,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.0044,0.002668,0.001732,1.1835938,3.679509341
Apoidea,ALLO-AUS-411,Australasia,Australia,LK,KATHE,KatherineWM051_2017,-14.56,132.48,0,31/7/17,Watermelon,Hand,Apidae,Apinae,Meliponini,Tetragonula,Tetragonula,Tetragonula_mellipes,Female,0.041,0.038672,0.002328,1.1445098,4.005020933
