,Superfamily,Tag,Region,Country,Measurer,Locality,Location,Latitude,Longitude,Pres.time,Col.date,Plant,Col.method,Family,Subfamily,Tribe,Genus,Subgenus,Species,Sex,Weight,Pin.wgt,Spec.wgt,IT,IT_cor,BL,Bl_cor
377,Syrphoidea,ALLO-SWI-443,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,6/06/2013,NA,Pan_trap,Syrphidae,Milesiinae,,Rhingia,NA,Rhingia_rostrata,Male,42.3,0.031179,0.011121,2.766,2.766,NA,NA
378,Syrphoidea,ALLO-SWI-442,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,9/08/2013,NA,Pan_trap,Syrphidae,Milesiinae,,Sericomyia,NA,Sericomyia_silentis,Female,66.8,0.031179,0.035621,4.349,4.349,NA,NA
379,Syrphoidea,ALLO-SWI-498,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,6/06/2013,NA,Pan_trap,Syrphidae,Milesiinae,,Temnostoma,NA,Temnostoma_vespiforme,Male,71.3,0.031179,0.040121,4.171,4.171,NA,NA
380,Syrphoidea,ALLO-SWI-495,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,5/07/2013,NA,Pan_trap,Syrphidae,Milesiinae,,Temnostoma,NA,Temnostoma_vespiforme,Female,62.1,0.031179,0.030921,4.024,4.024,NA,NA
381,Syrphoidea,ALLO-SWI-496,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,9/08/2013,NA,Pan_trap,Syrphidae,Milesiinae,,Volucella,NA,Volucella_inflata,Female,63.7,0.031179,0.032521,4.235,4.235,NA,NA
382,Syrphoidea,ALLO-SWI-452,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,6/06/2013,NA,Pan_trap,Syrphidae,Milesiinae,,Volucella,NA,Volucella_inflata,Male,48.4,0.031179,0.017221,3.776,3.776,NA,NA
383,Syrphoidea,ALLO-SWI-504,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,9/08/2013,NA,Pan_trap,Syrphidae,Milesiinae,,Volucella,NA,Volucella_pellucens,Female,88.4,0.031179,0.057221,4.837,4.837,NA,NA
384,Syrphoidea,ALLO-SWI-457,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,5/07/2013,NA,Pan_trap,Syrphidae,Milesiinae,,Xylota,NA,Xylota_coeruleiventris,Female,42.7,0.031179,0.011521,2.302,2.302,NA,NA
385,Syrphoidea,ALLO-SWI-454,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,5/07/2013,NA,Pan_trap,Syrphidae,Milesiinae,,Xylota,NA,Xylota_florum,Female,48.2,0.031179,0.017021,2.175,2.175,NA,NA
386,Syrphoidea,ALLO-SWI-455,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,6/06/2013,NA,Pan_trap,Syrphidae,Milesiinae,,Xylota,NA,Xylota_florum,Male,41.5,0.021706,0.019794,2.431,2.431,NA,NA
387,Syrphoidea,ALLO-SWI-499,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,9/08/2013,NA,Pan_trap,Syrphidae,Milesiinae,,Xylota,NA,Xylota_semulatra,Male,42.4,0.031179,0.011221,2.26,2.26,NA,NA
388,Syrphoidea,ALLO-SWI-508,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,9/08/2013,NA,Pan_trap,Syrphidae,Milesiinae,,Xylota,NA,Xylota_sylvarum,Male,51.6,0.031179,0.020421,3.383,3.383,NA,NA
389,Syrphoidea,ALLO-SWI-430,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,9/08/2013,NA,Pan_trap,Syrphidae,Syrphinae,,Chrysotoxum,NA,Chrysotoxum_bincintum,Female,48,0.031179,0.016821,2.316,2.316,NA,NA
390,Syrphoidea,ALLO-SWI-434,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,6/06/2013,NA,Pan_trap,Syrphidae,Syrphinae,,Chrysotoxum,NA,Chrysotoxum_cautum,Male,55.4,0.031179,0.024221,3.521,3.521,NA,NA
391,Syrphoidea,ALLO-SWI-379,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,6/06/2013,NA,Pan_trap,Syrphidae,Syrphinae,,Chrysotoxum,NA,Chrysotoxum_cautum,Female,60.9,0.031179,0.029721,3.838,3.838,NA,NA
392,Syrphoidea,ALLO-SWI-397,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,6/06/2013,NA,Pan_trap,Syrphidae,Syrphinae,,Chrysotoxum,NA,Chrysotoxum_intermedium,Female,52.5,0.031179,0.021321,3.56,3.56,NA,NA
393,Syrphoidea,ALLO-SWI-384,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,5/07/2013,NA,Pan_trap,Syrphidae,Syrphinae,,Chrysotoxum,NA,Chrysotoxum_verralli,Female,49.7,0.031179,0.018521,3.072,3.072,NA,NA
394,Syrphoidea,ALLO-SWI-424,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,5/07/2013,NA,Pan_trap,Syrphidae,Syrphinae,,Chrysotoxum,NA,Chrysotoxum_verralli,Male,44.6,0.031179,0.013421,3.127,3.127,NA,NA
395,Syrphoidea,ALLO-SWI-398,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,9/08/2013,NA,Pan_trap,Syrphidae,Syrphinae,,Dasysyrphus,NA,Dasysyrphus_albostriatus,Female,41.8,0.031179,0.010621,2.134,2.134,NA,NA
396,Syrphoidea,ALLO-SWI-425,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,9/08/2013,NA,Pan_trap,Syrphidae,Syrphinae,,Dasysyrphus,NA,Dasysyrphus_albostriatus,Male,40.8,0.031179,0.009621,2.399,2.399,NA,NA
397,Syrphoidea,ALLO-SWI-380,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,9/08/2013,NA,Pan_trap,Syrphidae,Syrphinae,,Eupeodes,NA,Eupeodes_lapponicus,Male,42.8,0.031179,0.011621,2.468,2.468,NA,NA
398,Syrphoidea,ALLO-SWI-405,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,6/06/2013,NA,Pan_trap,Syrphidae,Syrphinae,,Eupeodes,NA,Eupeodes_lapponicus,Female,45.6,0.031179,0.014421,2.422,2.422,NA,NA
399,Syrphoidea,ALLO-SWI-404,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,9/08/2013,NA,Pan_trap,Syrphidae,Syrphinae,,Eupeodes,NA,Eupeodes_latifasciatus,Male,40.3,0.031179,0.009121,2.02,2.02,NA,NA
400,Syrphoidea,ALLO-SWI-237,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,5/07/2013,NA,Pan_trap,Syrphidae,Syrphinae,,Scaeva,NA,Scaeva_pyrastri,Female,46.5,0.031179,0.015321,2.972,2.972,NA,NA
401,Syrphoidea,ALLO-SWI-401,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,5/07/2013,NA,Pan_trap,Syrphidae,Syrphinae,,Syrphus,NA,Syrphus_ribesii,Female,41.4,0.031179,0.010221,2.561,2.561,NA,NA
402,Syrphoidea,ALLO-SWI-426,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,5/07/2013,NA,Pan_trap,Syrphidae,Syrphinae,,Syrphus,NA,Syrphus_ribesii,Male,42.4,0.031179,0.011221,2.732,2.732,NA,NA
403,Syrphoidea,ALLO-SWI-428,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,14/04/2013,NA,Pan_trap,Syrphidae,Syrphinae,,Syrphus,NA,Syrphus_torvus,Male,40.4,0.031179,0.009221,2.283,2.283,NA,NA
404,Syrphoidea,ALLO-SWI-375,Europe,Switzerland,LK,Zurich,NA,47.3769,8.5417,183,9/08/2013,NA,Pan_trap,Syrphidae,Syrphinae,,Xanthogramma,NA,Xanthogramma_pedissequum,Female,45.4,0.031179,0.014221,2.316,2.316,NA,NA
